permutation with time shift,react,from,to,corresponds to transition
"(1,0);(2,1)",mov,302,330,1946
"(2,0);(1,1)",mov,302,247,1947
"(1,0);(2,1)",stay,302,302,1948
"(1,1);(2,0)",stay,302,302,1949
"(1,0);(2,1)",mov,302,303,1950
"(1,1);(2,0)",mov,302,219,1951
"(1,0);(2,1)",mov,302,301,1952
"(2,0);(1,1)",mov,302,218,1953
"(2,0);(1,2)",get2,303,375,1954
"(2,0);(1,2)",get2,303,375,1955
"(1,0);(2,1)",mov,303,330,1956
"(2,1);(1,0)",mov,303,167,1957
"(1,1);(2,0)",mov,303,248,1958
"(1,0);(2,1)",stay,303,303,1959
"(1,1);(2,0)",stay,303,303,1960
"(1,0);(2,1)",mov,303,302,1961
"(1,1);(2,0)",mov,303,220,1962
"(1,0);(2,1)",mov,303,301,1963
"(1,1);(2,0)",mov,303,218,1964
"(1,1);(2,0)",mov,304,339,1965
"(1,0);(2,1)",mov,304,266,1966
"(1,0);(2,1)",stay,304,304,1967
"(1,1);(2,0)",stay,304,304,1968
"(1,0);(2,1)",mov,304,305,1969
"(1,0);(2,1)",mov,304,221,1970
"(2,1);(1,0)",mov,305,390,1971
"(1,1);(2,0)",mov,305,382,1972
"(1,0);(2,1)",mov,305,266,1973
"(1,0);(2,1)",stay,305,305,1974
"(1,1);(2,0)",stay,305,305,1975
"(1,0);(2,1)",mov,305,221,1976
"(1,0);(2,1)",mov,305,304,1977
"(2,1);(1,0)",mov,306,332,1978
"(1,1);(2,0)",mov,306,332,1979
"(1,1);(2,0)",mov,306,250,1980
"(2,1);(1,0)",mov,306,250,1981
"(2,0);(1,1)",mov,306,249,1982
"(1,0);(2,1)",mov,306,249,1983
"(1,0);(2,1)",stay,306,306,1984
"(2,0);(1,1)",stay,306,306,1985
"(2,0);(1,1)",get1,307,383,1986
"(1,0);(2,1)",get1,307,383,1987
"(2,2);(1,0)",get2,307,328,1988
"(1,2);(2,0)",get2,307,328,1989
"(1,1);(2,0)",mov,307,254,1990
"(2,1);(1,0)",mov,307,254,1991
"(1,1);(2,0)",mov,307,200,1992
"(2,1);(1,0)",mov,307,200,1993
"(2,0);(1,1)",mov,307,201,1994
"(1,0);(2,1)",mov,307,201,1995
"(1,0);(2,1)",stay,307,307,1996
"(2,0);(1,1)",stay,307,307,1997
"(2,1);(1,0)",mov,308,358,1998
"(2,0);(1,1)",mov,308,357,1999
"(2,1);(1,0)",mov,308,277,2000
"(1,1);(2,0)",mov,308,276,2001
"(1,1);(2,0)",mov,308,274,2002
"(2,1);(1,0)",mov,308,275,2003
"(1,1);(2,0)",stay,308,308,2004
"(1,0);(2,1)",stay,308,308,2005
"(1,1);(2,0)",get1,309,357,2006
"(2,1);(1,0)",mov,309,340,2007
"(2,0);(1,2)",get2,309,332,2008
"(2,1);(1,0)",mov,309,209,2009
"(1,1);(2,0)",mov,309,207,2010
"(1,0);(2,1)",stay,309,309,2011
"(1,1);(2,0)",stay,309,309,2012
"(2,1);(1,0)",mov,309,229,2013
"(1,1);(2,0)",mov,309,228,2014
"(1,1);(2,0)",mov,309,230,2015
"(2,1);(1,0)",mov,309,227,2016
"(2,2);(1,0)",set1,310,326,2017
"(2,1);(1,0)",mov,310,272,2018
"(1,1);(2,0)",mov,310,273,2019
"(2,0);(1,1)",mov,310,286,2020
"(2,1);(1,0)",mov,310,289,2021
"(1,0);(2,1)",mov,310,204,2022
"(2,0);(1,1)",mov,310,202,2023
"(1,0);(2,1)",stay,310,310,2024
"(1,1);(2,0)",stay,310,310,2025
"(1,0);(2,3)",set2,311,381,2026
"(1,0);(2,1)",mov,311,272,2027
"(2,0);(1,1)",mov,311,273,2028
"(1,1);(2,0)",mov,311,291,2029
"(2,1);(1,0)",mov,311,287,2030
"(1,0);(2,1)",mov,311,203,2031
"(2,0);(1,1)",mov,311,205,2032
"(1,0);(2,1)",stay,311,311,2033
"(1,1);(2,0)",stay,311,311,2034
"(1,1);(2,0)",mov,312,360,2035
"(2,1);(1,0)",mov,312,313,2036
"(2,0);(1,1)",mov,312,187,2037
"(1,0);(2,1)",mov,312,186,2038
"(2,1);(1,0)",mov,312,286,2039
"(2,0);(1,1)",mov,312,289,2040
"(2,0);(1,1)",mov,312,291,2041
"(1,0);(2,1)",mov,312,287,2042
"(1,0);(2,1)",stay,312,312,2043
"(1,1);(2,0)",stay,312,312,2044
"(2,1);(1,0)",mov,291,388,2045
"(2,1);(1,0)",mov,291,359,2046
"(1,0);(2,3)",set2,291,338,2047
"(1,1);(2,0)",mov,291,321,2048
"(2,0);(1,1)",mov,291,273,2049
"(1,0);(2,1)",stay,291,291,2050
"(1,1);(2,0)",stay,291,291,2051
"(2,0);(1,1)",mov,291,205,2052
"(1,0);(2,1)",mov,291,293,2053
"(1,1);(2,0)",mov,291,311,2054
"(1,0);(2,1)",mov,292,389,2055
"(1,0);(2,1)",mov,292,356,2056
"(1,1);(2,0)",mov,292,320,2057
"(1,1);(2,0)",mov,292,277,2058
"(1,0);(2,1)",stay,292,292,2059
"(1,1);(2,0)",stay,292,292,2060
"(1,0);(2,1)",mov,292,289,2061
"(1,1);(2,0)",mov,292,202,2062
"(1,1);(2,0)",mov,292,231,2063
"(2,1);(1,0)",mov,293,388,2064
"(2,1);(1,0)",mov,293,359,2065
"(1,1);(2,0)",mov,293,318,2066
"(1,1);(2,0)",mov,293,275,2067
"(1,0);(2,1)",stay,293,293,2068
"(1,1);(2,0)",stay,293,293,2069
"(1,0);(2,1)",mov,293,291,2070
"(1,1);(2,0)",mov,293,203,2071
"(2,0);(1,1)",mov,293,232,2072
"(1,1);(2,0)",mov,294,378,2073
"(1,0);(2,1)",mov,294,373,2074
"(1,0);(2,1)",mov,294,364,2075
"(2,0);(1,1)",mov,294,328,2076
"(1,0);(2,1)",mov,294,329,2077
"(1,1);(2,0)",mov,294,174,2078
"(1,0);(2,1)",stay,294,294,2079
"(1,1);(2,0)",stay,294,294,2080
"(2,0);(1,1)",mov,294,295,2081
"(1,1);(2,0)",mov,295,374,2082
"(2,1);(1,0)",mov,295,378,2083
"(1,1);(2,0)",mov,295,363,2084
"(1,1);(2,0)",mov,295,324,2085
"(1,0);(2,1)",mov,295,328,2086
"(1,0);(2,1)",stay,295,295,2087
"(1,1);(2,0)",stay,295,295,2088
"(2,1);(1,0)",mov,295,294,2089
"(1,1);(2,0)",mov,296,377,2090
"(2,1);(1,0)",mov,296,372,2091
"(1,0);(2,1)",mov,296,362,2092
"(2,0);(1,1)",mov,296,327,2093
"(1,0);(2,1)",mov,296,326,2094
"(1,0);(2,1)",stay,296,296,2095
"(1,1);(2,0)",stay,296,296,2096
"(2,0);(1,1)",mov,296,297,2097
"(2,0);(1,1)",mov,297,371,2098
"(2,1);(1,0)",mov,297,377,2099
"(1,1);(2,0)",mov,297,365,2100
"(2,0);(1,1)",mov,297,325,2101
"(1,0);(2,1)",mov,297,327,2102
"(2,1);(1,0)",mov,297,173,2103
"(1,0);(2,1)",stay,297,297,2104
"(1,1);(2,0)",stay,297,297,2105
"(2,1);(1,0)",mov,297,296,2106
"(1,0);(2,1)",mov,298,191,2107
"(2,0);(1,1)",mov,298,191,2108
"(1,0);(2,1)",stay,298,298,2109
"(2,0);(1,1)",stay,298,298,2110
"(2,0);(1,1)",mov,283,254,2111
"(1,0);(2,1)",mov,283,254,2112
"(1,1);(2,0)",mov,283,179,2113
"(2,1);(1,0)",mov,283,179,2114
"(2,0);(1,1)",mov,283,180,2115
"(1,0);(2,1)",mov,283,180,2116
"(1,0);(2,1)",stay,283,283,2117
"(2,0);(1,1)",stay,283,283,2118
"(2,0);(1,1)",mov,284,179,2119
"(1,0);(2,1)",mov,284,179,2120
"(1,1);(2,0)",mov,284,253,2121
"(2,1);(1,0)",mov,284,253,2122
"(1,0);(2,1)",mov,284,178,2123
"(2,0);(1,1)",mov,284,178,2124
"(1,0);(2,1)",stay,284,284,2125
"(2,0);(1,1)",stay,284,284,2126
"(1,1);(2,0)",mov,285,178,2127
"(2,1);(1,0)",mov,285,178,2128
"(1,0);(2,1)",mov,285,252,2129
"(2,0);(1,1)",mov,285,252,2130
"(2,1);(1,0)",mov,285,180,2131
"(1,1);(2,0)",mov,285,180,2132
"(2,1);(1,0)",mov,285,191,2133
"(1,1);(2,0)",mov,285,191,2134
"(2,0);(1,1)",stay,285,285,2135
"(1,0);(2,1)",stay,285,285,2136
"(1,1);(2,0)",mov,286,389,2137
"(1,2);(2,0)",set1,286,362,2138
"(2,0);(1,1)",mov,286,354,2139
"(1,0);(2,1)",mov,286,316,2140
"(2,1);(1,0)",mov,286,273,2141
"(1,0);(2,1)",stay,286,286,2142
"(1,1);(2,0)",stay,286,286,2143
"(2,0);(1,1)",mov,286,290,2144
"(1,0);(2,1)",mov,286,202,2145
"(2,1);(1,0)",mov,286,310,2146
"(1,0);(2,1)",mov,287,388,2147
"(2,1);(1,0)",mov,287,355,2148
"(1,1);(2,0)",mov,287,317,2149
"(2,0);(1,1)",mov,287,272,2150
"(1,0);(2,1)",stay,287,287,2151
"(1,1);(2,0)",stay,287,287,2152
"(2,0);(1,1)",mov,287,203,2153
"(1,0);(2,1)",mov,287,288,2154
"(2,0);(1,1)",mov,287,311,2155
"(1,0);(2,1)",mov,288,388,2156
"(2,1);(1,0)",mov,288,355,2157
"(2,0);(1,1)",mov,288,314,2158
"(1,1);(2,0)",mov,288,274,2159
"(1,0);(2,1)",stay,288,288,2160
"(1,1);(2,0)",stay,288,288,2161
"(1,0);(2,1)",mov,288,287,2162
"(1,1);(2,0)",mov,288,205,2163
"(1,1);(2,0)",mov,288,232,2164
"(1,0);(2,1)",mov,289,389,2165
"(1,0);(2,1)",mov,289,356,2166
"(1,1);(2,0)",mov,289,319,2167
"(1,1);(2,0)",mov,289,272,2168
"(1,0);(2,1)",stay,289,289,2169
"(1,1);(2,0)",stay,289,289,2170
"(2,0);(1,1)",mov,289,204,2171
"(1,0);(2,1)",mov,289,292,2172
"(2,0);(1,1)",mov,289,310,2173
"(2,1);(1,0)",mov,290,389,2174
"(1,0);(2,1)",mov,290,354,2175
"(1,1);(2,0)",mov,290,315,2176
"(1,1);(2,0)",mov,290,276,2177
"(1,0);(2,1)",stay,290,290,2178
"(1,1);(2,0)",stay,290,290,2179
"(2,1);(1,0)",mov,290,286,2180
"(1,1);(2,0)",mov,290,204,2181
"(2,0);(1,1)",mov,290,231,2182
"(1,0);(2,1)",mov,275,387,2183
"(1,2);(2,0)",set1,275,379,2184
"(1,0);(2,1)",mov,275,355,2185
"(1,1);(2,0)",mov,275,358,2186
"(1,0);(2,1)",stay,275,275,2187
"(1,1);(2,0)",stay,275,275,2188
"(2,1);(1,0)",mov,275,273,2189
"(1,1);(2,0)",mov,275,277,2190
"(2,0);(1,1)",mov,275,308,2191
"(2,1);(1,0)",mov,276,386,2192
"(2,0);(1,3)",set2,276,369,2193
"(2,0);(1,1)",mov,276,357,2194
"(2,1);(1,0)",mov,276,356,2195
"(1,0);(2,1)",stay,276,276,2196
"(1,1);(2,0)",stay,276,276,2197
"(1,0);(2,1)",mov,276,273,2198
"(1,1);(2,0)",mov,276,274,2199
"(1,1);(2,0)",mov,276,308,2200
"(1,0);(2,1)",mov,277,386,2201
"(2,1);(1,0)",mov,277,354,2202
"(1,1);(2,0)",mov,277,358,2203
"(1,0);(2,1)",stay,277,277,2204
"(1,1);(2,0)",stay,277,277,2205
"(1,0);(2,1)",mov,277,272,2206
"(1,1);(2,0)",mov,277,275,2207
"(2,0);(1,1)",mov,277,308,2208
"(2,0);(1,2)",get2,278,358,2209
"(2,0);(1,2)",get2,278,358,2210
"(2,1);(1,0)",mov,278,346,2211
"(1,0);(2,1)",stay,278,278,2212
"(1,1);(2,0)",stay,278,278,2213
"(1,1);(2,0)",mov,278,193,2214
"(2,1);(1,0)",mov,278,194,2215
"(1,1);(2,0)",mov,278,192,2216
"(2,1);(1,0)",mov,278,195,2217
"(2,1);(1,0)",mov,278,215,2218
"(1,1);(2,0)",mov,278,217,2219
"(1,0);(2,1)",mov,279,168,2220
"(2,0);(1,1)",mov,279,168,2221
"(1,0);(2,1)",stay,279,279,2222
"(2,0);(1,1)",stay,279,279,2223
"(1,0);(2,2)",get2,280,336,2224
"(2,1);(1,0)",get1,280,314,2225
"(2,1);(1,0)",mov,280,258,2226
"(1,1);(2,0)",mov,280,182,2227
"(1,0);(2,1)",stay,280,280,2228
"(1,1);(2,0)",stay,280,280,2229
"(1,0);(2,1)",mov,280,196,2230
"(1,0);(2,1)",mov,280,197,2231
"(2,0);(1,2)",get2,281,334,2232
"(2,0);(1,1)",get1,281,315,2233
"(2,0);(1,1)",mov,281,257,2234
"(1,0);(2,1)",mov,281,183,2235
"(1,0);(2,1)",stay,281,281,2236
"(1,1);(2,0)",stay,281,281,2237
"(2,0);(1,1)",mov,281,198,2238
"(2,0);(1,1)",mov,281,199,2239
"(2,0);(1,1)",mov,282,360,2240
"(1,1);(2,0)",mov,282,316,2241
"(2,0);(1,1)",mov,282,317,2242
"(2,1);(1,0)",mov,282,186,2243
"(1,0);(2,1)",stay,282,282,2244
"(1,1);(2,0)",stay,282,282,2245
"(2,0);(1,1)",mov,267,367,2246
"(1,0);(2,1)",mov,267,347,2247
"(1,0);(2,1)",mov,267,348,2248
"(1,0);(2,1)",stay,267,267,2249
"(1,1);(2,0)",stay,267,267,2250
"(1,0);(2,1)",mov,267,266,2251
"(1,1);(2,0)",mov,268,373,2252
"(1,0);(2,1)",mov,268,351,2253
"(1,0);(2,1)",mov,268,349,2254
"(1,0);(2,1)",stay,268,268,2255
"(1,1);(2,0)",stay,268,268,2256
"(1,0);(2,1)",mov,268,270,2257
"(1,1);(2,0)",mov,269,375,2258
"(1,0);(2,1)",mov,269,352,2259
"(1,0);(2,1)",mov,269,350,2260
"(1,0);(2,1)",stay,269,269,2261
"(1,1);(2,0)",stay,269,269,2262
"(1,0);(2,1)",mov,269,271,2263
"(1,1);(2,0)",mov,270,376,2264
"(1,0);(2,1)",mov,270,351,2265
"(1,0);(2,1)",mov,270,349,2266
"(1,0);(2,1)",stay,270,270,2267
"(1,1);(2,0)",stay,270,270,2268
"(1,0);(2,1)",mov,270,268,2269
"(1,1);(2,0)",mov,271,371,2270
"(1,0);(2,1)",mov,271,350,2271
"(1,0);(2,1)",mov,271,352,2272
"(1,0);(2,3)",set2,271,322,2273
"(1,0);(2,1)",stay,271,271,2274
"(1,1);(2,0)",stay,271,271,2275
"(1,0);(2,1)",mov,271,269,2276
"(1,1);(2,0)",mov,272,387,2277
"(1,0);(2,1)",mov,272,386,2278
"(2,0);(1,1)",mov,272,359,2279
"(2,1);(1,0)",mov,272,354,2280
"(1,0);(2,1)",stay,272,272,2281
"(1,1);(2,0)",stay,272,272,2282
"(2,0);(1,1)",mov,272,274,2283
"(1,0);(2,1)",mov,272,277,2284
"(2,0);(1,1)",mov,273,387,2285
"(2,1);(1,0)",mov,273,386,2286
"(1,0);(2,2)",set1,273,372,2287
"(1,3);(2,0)",set2,273,366,2288
"(2,0);(1,1)",mov,273,355,2289
"(2,1);(1,0)",mov,273,356,2290
"(1,0);(2,1)",stay,273,273,2291
"(1,1);(2,0)",stay,273,273,2292
"(2,0);(1,1)",mov,273,275,2293
"(1,0);(2,1)",mov,273,276,2294
"(2,1);(1,0)",mov,274,387,2295
"(2,0);(1,1)",mov,274,357,2296
"(1,0);(2,1)",mov,274,359,2297
"(1,0);(2,1)",stay,274,274,2298
"(1,1);(2,0)",stay,274,274,2299
"(2,1);(1,0)",mov,274,272,2300
"(1,1);(2,0)",mov,274,276,2301
"(1,1);(2,0)",mov,274,308,2302
"(2,0);(1,1)",mov,259,340,2303
"(2,0);(1,1)",mov,259,175,2304
"(1,0);(2,1)",stay,259,259,2305
"(1,1);(2,0)",stay,259,259,2306
"(1,1);(2,0)",mov,259,258,2307
"(2,0);(1,1)",mov,259,257,2308
"(1,0);(2,1)",mov,259,207,2309
"(1,0);(2,1)",mov,260,343,2310
"(2,1);(1,0)",mov,260,335,2311
"(2,1);(1,0)",mov,260,337,2312
"(1,1);(2,0)",stay,260,260,2313
"(1,0);(2,1)",stay,260,260,2314
"(1,1);(2,0)",mov,260,234,2315
"(1,0);(2,3)",set2,261,324,2316
"(2,0);(1,3)",set2,261,324,2317
"(2,1);(1,0)",mov,261,239,2318
"(1,1);(2,0)",mov,261,239,2319
"(1,0);(2,1)",mov,261,171,2320
"(2,0);(1,1)",mov,261,171,2321
"(1,1);(2,0)",mov,261,251,2322
"(2,1);(1,0)",mov,261,251,2323
"(1,0);(2,1)",stay,261,261,2324
"(2,0);(1,1)",stay,261,261,2325
"(1,0);(2,1)",mov,262,240,2326
"(2,0);(1,1)",mov,262,240,2327
"(1,0);(2,1)",mov,262,172,2328
"(2,0);(1,1)",mov,262,172,2329
"(2,0);(1,1)",mov,262,251,2330
"(1,0);(2,1)",mov,262,251,2331
"(1,0);(2,1)",stay,262,262,2332
"(2,0);(1,1)",stay,262,262,2333
"(2,0);(1,1)",mov,263,346,2334
"(1,0);(2,1)",stay,263,263,2335
"(1,1);(2,0)",stay,263,263,2336
"(1,1);(2,0)",mov,263,264,2337
"(1,1);(2,0)",mov,263,265,2338
"(1,0);(2,1)",mov,263,192,2339
"(2,0);(1,1)",mov,264,346,2340
"(1,0);(2,1)",stay,264,264,2341
"(1,1);(2,0)",stay,264,264,2342
"(1,1);(2,0)",mov,264,265,2343
"(1,1);(2,0)",mov,264,263,2344
"(1,0);(2,1)",mov,264,217,2345
"(2,0);(1,1)",mov,264,226,2346
"(2,0);(1,1)",mov,265,346,2347
"(1,0);(2,1)",stay,265,265,2348
"(1,1);(2,0)",stay,265,265,2349
"(1,1);(2,0)",mov,265,264,2350
"(1,1);(2,0)",mov,265,263,2351
"(1,0);(2,1)",mov,265,193,2352
"(1,1);(2,0)",mov,266,370,2353
"(1,0);(2,1)",mov,266,347,2354
"(1,0);(2,1)",mov,266,348,2355
"(1,0);(2,2)",set1,266,323,2356
"(1,0);(2,1)",stay,266,266,2357
"(1,1);(2,0)",stay,266,266,2358
"(1,0);(2,1)",mov,266,267,2359
"(2,0);(1,1)",mov,251,385,2360
"(1,0);(2,1)",mov,251,384,2361
"(1,0);(2,3)",set2,251,374,2362
"(1,1);(2,0)",mov,251,333,2363
"(2,1);(1,0)",mov,251,331,2364
"(1,0);(2,1)",stay,251,251,2365
"(1,1);(2,0)",stay,251,251,2366
"(2,1);(1,0)",mov,251,249,2367
"(2,0);(1,1)",mov,251,250,2368
"(1,0);(2,2)",get2,252,376,2369
"(2,1);(1,0)",get1,252,367,2370
"(2,0);(1,1)",mov,252,361,2371
"(1,0);(2,1)",stay,252,252,2372
"(1,1);(2,0)",stay,252,252,2373
"(2,1);(1,0)",mov,252,178,2374
"(2,0);(1,1)",mov,252,253,2375
"(1,1);(2,0)",mov,252,254,2376
"(2,1);(1,0)",mov,252,180,2377
"(1,1);(2,0)",mov,252,190,2378
"(1,0);(2,1)",mov,252,285,2379
"(1,2);(2,0)",get2,253,380,2380
"(1,1);(2,0)",get1,253,369,2381
"(1,0);(2,1)",mov,253,361,2382
"(1,0);(2,1)",stay,253,253,2383
"(1,1);(2,0)",stay,253,253,2384
"(2,1);(1,0)",mov,253,254,2385
"(2,0);(1,1)",mov,253,179,2386
"(2,0);(1,1)",mov,253,178,2387
"(2,1);(1,0)",mov,253,252,2388
"(2,0);(1,1)",mov,253,284,2389
"(1,0);(2,2)",get2,254,378,2390
"(2,1);(1,0)",get1,254,368,2391
"(2,0);(1,1)",mov,254,361,2392
"(1,1);(2,0)",stay,254,254,2393
"(1,0);(2,1)",stay,254,254,2394
"(2,1);(1,0)",mov,254,179,2395
"(1,0);(2,1)",mov,254,180,2396
"(1,1);(2,0)",mov,254,252,2397
"(2,0);(1,1)",mov,254,253,2398
"(1,0);(2,1)",mov,254,283,2399
"(1,1);(2,0)",mov,255,381,2400
"(2,1);(1,0)",mov,255,383,2401
"(2,0);(1,1)",mov,255,366,2402
"(1,0);(2,1)",mov,255,368,2403
"(1,1);(2,0)",mov,255,338,2404
"(1,0);(2,1)",stay,255,255,2405
"(1,1);(2,0)",stay,255,255,2406
"(2,1);(1,0)",mov,255,256,2407
"(1,0);(2,1)",mov,256,382,2408
"(1,1);(2,0)",mov,256,383,2409
"(2,0);(1,1)",mov,256,368,2410
"(1,0);(2,1)",mov,256,370,2411
"(1,0);(2,1)",mov,256,339,2412
"(1,0);(2,1)",stay,256,256,2413
"(1,1);(2,0)",stay,256,256,2414
"(2,0);(1,1)",mov,256,255,2415
"(1,1);(2,0)",mov,256,221,2416
"(1,0);(2,1)",mov,257,340,2417
"(1,1);(2,0)",stay,257,257,2418
"(1,0);(2,1)",stay,257,257,2419
"(2,1);(1,0)",mov,257,258,2420
"(2,1);(1,0)",mov,257,259,2421
"(2,0);(1,1)",mov,257,230,2422
"(2,0);(1,1)",mov,258,340,2423
"(1,0);(2,1)",stay,258,258,2424
"(1,1);(2,0)",stay,258,258,2425
"(1,1);(2,0)",mov,258,259,2426
"(2,0);(1,1)",mov,258,257,2427
"(1,0);(2,1)",mov,258,228,2428
"(1,1);(2,0)",mov,243,364,2429
"(1,0);(2,3)",set2,243,353,2430
"(1,0);(2,1)",stay,243,243,2431
"(1,1);(2,0)",stay,243,243,2432
"(1,0);(2,1)",mov,243,241,2433
"(1,0);(2,1)",mov,243,174,2434
"(1,0);(2,1)",mov,243,268,2435
"(2,1);(1,0)",mov,244,341,2436
"(1,1);(2,0)",mov,244,325,2437
"(1,0);(2,1)",stay,244,244,2438
"(1,1);(2,0)",stay,244,244,2439
"(1,0);(2,1)",mov,244,173,2440
"(1,0);(2,1)",mov,244,242,2441
"(1,0);(2,1)",mov,244,271,2442
"(2,0);(1,1)",mov,245,319,2443
"(2,0);(1,1)",mov,245,321,2444
"(2,0);(1,1)",mov,245,313,2445
"(1,0);(2,1)",stay,245,245,2446
"(1,1);(2,0)",stay,245,245,2447
"(2,1);(1,0)",mov,245,187,2448
"(2,1);(1,0)",stay,246,246,2449
"(1,1);(2,0)",stay,246,246,2450
"(2,0);(1,1)",mov,246,219,2451
"(1,0);(2,1)",mov,246,219,2452
"(1,0);(2,1)",mov,246,220,2453
"(2,0);(1,1)",mov,246,220,2454
"(2,1);(1,0)",mov,246,301,2455
"(1,1);(2,0)",mov,246,301,2456
"(2,1);(1,0)",stay,247,247,2457
"(1,1);(2,0)",stay,247,247,2458
"(1,1);(2,0)",mov,247,302,2459
"(2,1);(1,0)",mov,247,302,2460
"(1,1);(2,0)",mov,247,219,2461
"(2,1);(1,0)",mov,247,219,2462
"(2,0);(1,1)",mov,247,218,2463
"(1,0);(2,1)",mov,247,218,2464
"(1,1);(2,0)",mov,248,168,2465
"(2,1);(1,0)",mov,248,168,2466
"(2,1);(1,0)",stay,248,248,2467
"(1,1);(2,0)",stay,248,248,2468
"(2,1);(1,0)",mov,248,218,2469
"(1,1);(2,0)",mov,248,218,2470
"(1,1);(2,0)",mov,248,220,2471
"(2,1);(1,0)",mov,248,220,2472
"(2,1);(1,0)",mov,248,303,2473
"(1,1);(2,0)",mov,248,303,2474
"(2,0);(1,1)",mov,249,384,2475
"(1,1);(2,0)",mov,249,331,2476
"(2,1);(1,0)",mov,249,332,2477
"(1,0);(2,1)",stay,249,249,2478
"(1,1);(2,0)",stay,249,249,2479
"(2,1);(1,0)",mov,249,250,2480
"(2,0);(1,1)",mov,249,251,2481
"(1,0);(2,1)",mov,249,306,2482
"(1,0);(2,1)",mov,250,385,2483
"(2,0);(1,3)",set2,250,380,2484
"(1,1);(2,0)",mov,250,332,2485
"(2,1);(1,0)",mov,250,333,2486
"(1,0);(2,1)",stay,250,250,2487
"(1,1);(2,0)",stay,250,250,2488
"(2,1);(1,0)",mov,250,251,2489
"(2,0);(1,1)",mov,250,249,2490
"(2,0);(1,1)",mov,250,306,2491
"(2,1);(1,0)",mov,235,343,2492
"(1,1);(2,0)",mov,235,343,2493
"(1,0);(2,1)",stay,235,235,2494
"(2,0);(1,1)",stay,235,235,2495
"(1,1);(2,0)",mov,235,240,2496
"(2,1);(1,0)",mov,235,240,2497
"(2,0);(1,1)",mov,235,239,2498
"(1,0);(2,1)",mov,235,239,2499
"(1,0);(2,1)",mov,235,234,2500
"(2,0);(1,1)",mov,235,234,2501
"(2,2);(1,0)",get2,236,327,2502
"(1,2);(2,0)",get2,236,327,2503
"(1,2);(2,0)",get2,236,327,2504
"(2,2);(1,0)",get2,236,327,2505
"(1,0);(2,1)",stay,236,236,2506
"(2,0);(1,1)",stay,236,236,2507
"(2,0);(1,1)",mov,236,302,2508
"(1,0);(2,1)",mov,236,302,2509
"(2,1);(1,0)",mov,236,222,2510
"(1,1);(2,0)",mov,236,222,2511
"(2,0);(1,1)",mov,236,223,2512
"(1,0);(2,1)",mov,236,223,2513
"(1,0);(2,1)",mov,237,344,2514
"(1,1);(2,0)",mov,237,336,2515
"(1,0);(2,1)",mov,237,331,2516
"(1,0);(2,1)",stay,237,237,2517
"(1,1);(2,0)",stay,237,237,2518
"(1,0);(2,1)",mov,237,239,2519
"(1,1);(2,0)",mov,237,171,2520
"(2,0);(1,1)",mov,237,249,2521
"(2,0);(1,1)",mov,237,185,2522
"(2,0);(1,1)",mov,238,345,2523
"(2,1);(1,0)",mov,238,334,2524
"(2,0);(1,1)",mov,238,333,2525
"(1,0);(2,1)",stay,238,238,2526
"(1,1);(2,0)",stay,238,238,2527
"(1,1);(2,0)",mov,238,240,2528
"(2,1);(1,0)",mov,238,172,2529
"(2,1);(1,0)",mov,238,250,2530
"(1,0);(2,1)",mov,238,184,2531
"(1,0);(2,3)",set2,239,363,2532
"(1,0);(2,1)",mov,239,344,2533
"(2,0);(1,1)",mov,239,335,2534
"(1,0);(2,1)",mov,239,331,2535
"(1,0);(2,1)",stay,239,239,2536
"(1,1);(2,0)",stay,239,239,2537
"(2,0);(1,1)",mov,239,171,2538
"(1,0);(2,1)",mov,239,237,2539
"(1,1);(2,0)",mov,239,251,2540
"(2,0);(1,1)",mov,239,261,2541
"(2,0);(1,1)",mov,240,345,2542
"(1,0);(2,1)",mov,240,337,2543
"(2,0);(1,1)",mov,240,333,2544
"(1,0);(2,1)",stay,240,240,2545
"(1,1);(2,0)",stay,240,240,2546
"(1,1);(2,0)",mov,240,238,2547
"(1,0);(2,1)",mov,240,172,2548
"(1,0);(2,1)",mov,240,251,2549
"(1,0);(2,1)",mov,240,262,2550
"(2,1);(1,0)",mov,241,342,2551
"(1,1);(2,0)",mov,241,329,2552
"(1,0);(2,1)",stay,241,241,2553
"(1,1);(2,0)",stay,241,241,2554
"(1,0);(2,1)",mov,241,174,2555
"(1,0);(2,1)",mov,241,243,2556
"(1,0);(2,1)",mov,241,268,2557
"(2,0);(1,1)",mov,242,365,2558
"(1,0);(2,1)",stay,242,242,2559
"(1,1);(2,0)",stay,242,242,2560
"(1,0);(2,1)",mov,242,244,2561
"(1,0);(2,1)",mov,242,173,2562
"(1,0);(2,1)",mov,242,271,2563
"(1,0);(2,1)",mov,377,455,2564
"(1,0);(2,1)",mov,377,453,2565
"(2,0);(1,1)",mov,377,433,2566
"(2,1);(1,0)",mov,377,432,2567
"(1,0);(2,1)",stay,377,377,2568
"(1,1);(2,0)",stay,377,377,2569
"(1,1);(2,0)",mov,377,379,2570
"(1,1);(2,0)",mov,377,375,2571
"(1,0);(2,1)",mov,378,452,2572
"(1,0);(2,1)",mov,378,451,2573
"(1,1);(2,0)",mov,378,430,2574
"(2,1);(1,0)",mov,378,428,2575
"(1,0);(2,1)",stay,378,378,2576
"(1,1);(2,0)",stay,378,378,2577
"(2,0);(1,1)",mov,378,380,2578
"(1,1);(2,0)",mov,378,376,2579
"(1,0);(2,1)",mov,379,449,2580
